depth,seed,round,test_acc,test_f1,test_auc,cumulative_bytes,n_params
4,4,14,0.7012924844423168,0.5445255474452555,0.790346437114615,173824,97
4,4,15,0.6969842029679273,0.5403050108932462,0.7851626456206952,186240,97
4,4,16,0.6874102441359502,0.5339043540328337,0.7810194974941308,198656,97
4,4,17,0.685016754427956,0.5313390313390314,0.7775812118083885,211072,97
4,4,18,0.678314983245572,0.5280898876404494,0.7812734144757655,223488,97
4,4,19,0.6831019626615605,0.5318246110325319,0.7772190679165488,235904,97
4,4,20,0.6893250359023456,0.536097212294496,0.7854304378472281,248320,97
4,4,21,0.7022498803255146,0.545985401459854,0.7903603123595131,260736,97
4,4,22,0.691239827668741,0.5376344086021505,0.7842052537227281,273152,97
4,4,23,0.6874102441359502,0.5345687811831789,0.7812734144757656,285568,97
4,4,24,0.6898037338439444,0.5358166189111748,0.7888978615472564,297984,97
4,4,25,0.7079942556247009,0.5501474926253688,0.7928176182309618,310400,97
