model,qubits,seed,round,test_acc,test_f1,test_auc,round_bytes,cumulative_bytes,wall_seconds,n_params
MatchedMLP,4.0,2,6,0.7482048827190043,0.5449826989619377,0.797235496206508,3200,19200,0.030381441116333008,25
MatchedMLP,4.0,2,7,0.7443752991862135,0.5505050505050505,0.8104821925106978,3200,22400,0.029121875762939453,25
MatchedMLP,4.0,2,8,0.7405457156534226,0.5528052805280528,0.8186519367066829,3200,25600,0.03097224235534668,25
MatchedMLP,4.0,2,9,0.7415031115366204,0.5609756097560976,0.826928520288383,3200,28800,0.03299975395202637,25
MatchedMLP,4.0,2,10,0.7400670177118238,0.565947242206235,0.833018365274147,3200,32000,0.028443574905395508,25
MatchedMLP,4.0,2,11,0.7400670177118238,0.5714285714285714,0.8370227609517308,3200,35200,0.03103351593017578,25
MatchedMLP,4.0,2,12,0.7352800382958353,0.5716498838109992,0.8418499586517703,3200,38400,0.03514742851257324,25
MatchedMLP,4.0,2,13,0.7343226424126377,0.5720894371626831,0.843743929580357,3200,41600,0.03690195083618164,25
MatchedMLP,4.0,2,14,0.7309717568214457,0.5696784073506891,0.8454991480599633,3200,44800,0.0365598201751709,25
MatchedMLP,4.0,2,15,0.7295356629966491,0.5703422053231939,0.8471239392375275,3200,48000,0.03191828727722168,25
MatchedMLP,4.0,2,16,0.7314504547630445,0.5733840304182509,0.8482062083395772,3200,51200,0.03028249740600586,25
MatchedMLP,4.0,2,17,0.7328865485878411,0.573394495412844,0.8481368321150866,3200,54400,0.031702518463134766,25
MatchedMLP,4.0,2,18,0.7343226424126377,0.5747126436781609,0.8481909455701893,3200,57600,0.03200578689575195,25
MatchedMLP,4.0,2,19,0.7319291527046433,0.573170731707317,0.848711267253867,3200,60800,0.029424190521240234,25
MatchedMLP,4.0,2,20,0.7333652465294399,0.5725249424405219,0.8489693468089712,3200,64000,0.03069901466369629,25
MatchedMLP,4.0,2,21,0.7319291527046433,0.5692307692307692,0.8491122618314213,3200,67200,0.02875208854675293,25
MatchedMLP,4.0,2,22,0.7343226424126377,0.5714285714285714,0.8493453659457089,3200,70400,0.02448296546936035,25
MatchedMLP,4.0,2,23,0.7391096218286262,0.5745511319281811,0.8490914489640742,3200,73600,0.029126644134521484,25
